Patch,Name,Class,Role,Tier,Score,Trend,KDA,Type,Rate
12-20,Zeri,Marksman,ADC,D,16.34,-6.64,2.03,Win %,42.53%
12-20,Zeri,Marksman,ADC,D,16.34,-6.64,2.03,Role %,88.87%
12-20,Zeri,Marksman,ADC,D,16.34,-6.64,2.03,Pick %,1.57%
12-20,Zeri,Marksman,ADC,D,16.34,-6.64,2.03,Ban %,0.63%
12-20,Ziggs,Mage,MID,B,47.56,3.99,2.49,Win %,51.15%
12-20,Ziggs,Mage,MID,B,47.56,3.99,2.49,Role %,56.17%
12-20,Ziggs,Mage,MID,B,47.56,3.99,2.49,Pick %,1.99%
12-20,Ziggs,Mage,MID,B,47.56,3.99,2.49,Ban %,0.29%
12-20,Ziggs,Mage,ADC,C,40,5.27,2.58,Win %,52.17%
12-20,Ziggs,Mage,ADC,C,40,5.27,2.58,Role %,34.86%
12-20,Ziggs,Mage,ADC,C,40,5.27,2.58,Pick %,1.08%
12-20,Ziggs,Mage,ADC,C,40,5.27,2.58,Ban %,0.29%
12-20,Zilean,Support,SUPPORT,A,50.32,-0.8,3.1,Win %,51.21%
12-20,Zilean,Support,SUPPORT,A,50.32,-0.8,3.1,Role %,79.40%
12-20,Zilean,Support,SUPPORT,A,50.32,-0.8,3.1,Pick %,3.06%
12-20,Zilean,Support,SUPPORT,A,50.32,-0.8,3.1,Ban %,2.19%
12-20,Zilean,Support,MID,A,49.99,3.29,3.46,Win %,52.12%
12-20,Zilean,Support,MID,A,49.99,3.29,3.46,Role %,16.14%
12-20,Zilean,Support,MID,A,49.99,3.29,3.46,Pick %,0.60%
12-20,Zilean,Support,MID,A,49.99,3.29,3.46,Ban %,2.19%
12-20,Zoe,Mage,MID,A,48.64,-3.17,2.6,Win %,49.58%
12-20,Zoe,Mage,MID,A,48.64,-3.17,2.6,Role %,87.40%
12-20,Zoe,Mage,MID,A,48.64,-3.17,2.6,Pick %,3.06%
12-20,Zoe,Mage,MID,A,48.64,-3.17,2.6,Ban %,1.65%
12-20,Zoe,Mage,SUPPORT,D,27.02,-0.45,2.05,Win %,45.57%
12-20,Zoe,Mage,SUPPORT,D,27.02,-0.45,2.05,Role %,10.99%
12-20,Zoe,Mage,SUPPORT,D,27.02,-0.45,2.05,Pick %,0.35%
12-20,Zoe,Mage,SUPPORT,D,27.02,-0.45,2.05,Ban %,1.63%
12-20,Zyra,Mage,SUPPORT,A,48.28,-1.73,2.22,Win %,51.15%
12-20,Zyra,Mage,SUPPORT,A,48.28,-1.73,2.22,Role %,92.64%
12-20,Zyra,Mage,SUPPORT,A,48.28,-1.73,2.22,Pick %,3.71%
12-20,Zyra,Mage,SUPPORT,A,48.28,-1.73,2.22,Ban %,2.36%
12-21,Aatrox,Fighter,TOP,God,91,0.57,1.85,Win %,49.42%
12-21,Aatrox,Fighter,TOP,God,91,0.57,1.85,Role %,94.32%
12-21,Aatrox,Fighter,TOP,God,91,0.57,1.85,Pick %,12.13%
12-21,Aatrox,Fighter,TOP,God,91,0.57,1.85,Ban %,31.55%
12-21,Ahri,Mage,MID,S,61.97,7.76,2.56,Win %,50.28%
12-21,Ahri,Mage,MID,S,61.97,7.76,2.56,Role %,94.59%
12-21,Ahri,Mage,MID,S,61.97,7.76,2.56,Pick %,6.77%
12-21,Ahri,Mage,MID,S,61.97,7.76,2.56,Ban %,2.49%
12-21,Akali,Assassin,MID,God,74.9,0.29,2.37,Win %,48.38%
12-21,Akali,Assassin,MID,God,74.9,0.29,2.37,Role %,78.50%
12-21,Akali,Assassin,MID,God,74.9,0.29,2.37,Pick %,10.25%
12-21,Akali,Assassin,MID,God,74.9,0.29,2.37,Ban %,17.63%
12-21,Akali,Assassin,TOP,B,43.63,-1.39,2.07,Win %,46.88%
12-21,Akali,Assassin,TOP,B,43.63,-1.39,2.07,Role %,20.81%
12-21,Akali,Assassin,TOP,B,43.63,-1.39,2.07,Pick %,2.77%
12-21,Akali,Assassin,TOP,B,43.63,-1.39,2.07,Ban %,17.63%
12-21,Akshan,Marksman,MID,B,47.3,-2.26,2.21,Win %,51.08%
12-21,Akshan,Marksman,MID,B,47.3,-2.26,2.21,Role %,64.24%
12-21,Akshan,Marksman,MID,B,47.3,-2.26,2.21,Pick %,2.35%
12-21,Akshan,Marksman,MID,B,47.3,-2.26,2.21,Ban %,4.52%
12-21,Akshan,Marksman,TOP,B,41.11,-0.84,1.94,Win %,49.54%
12-21,Akshan,Marksman,TOP,B,41.11,-0.84,1.94,Role %,27.08%
12-21,Akshan,Marksman,TOP,B,41.11,-0.84,1.94,Pick %,0.95%
12-21,Akshan,Marksman,TOP,B,41.11,-0.84,1.94,Ban %,4.52%
12-21,Alistar,Tank,SUPPORT,C,40.95,-1.38,2.38,Win %,48.84%
12-21,Alistar,Tank,SUPPORT,C,40.95,-1.38,2.38,Role %,95.58%
12-21,Alistar,Tank,SUPPORT,C,40.95,-1.38,2.38,Pick %,2.67%
12-21,Alistar,Tank,SUPPORT,C,40.95,-1.38,2.38,Ban %,0.63%
12-21,Amumu,Tank,SUPPORT,A,49.86,-5.58,2.08,Win %,51.09%
12-21,Amumu,Tank,SUPPORT,A,49.86,-5.58,2.08,Role %,63.21%
12-21,Amumu,Tank,SUPPORT,A,49.86,-5.58,2.08,Pick %,4.25%
12-21,Amumu,Tank,SUPPORT,A,49.86,-5.58,2.08,Ban %,6.18%
12-21,Amumu,Tank,JUNGLE,A,49.82,3.07,2.68,Win %,53.00%
12-21,Amumu,Tank,JUNGLE,A,49.82,3.07,2.68,Role %,35.76%
12-21,Amumu,Tank,JUNGLE,A,49.82,3.07,2.68,Pick %,2.85%
12-21,Amumu,Tank,JUNGLE,A,49.82,3.07,2.68,Ban %,6.18%
12-21,Anivia,Mage,MID,A,51.38,0.47,2.66,Win %,52.30%
12-21,Anivia,Mage,MID,A,51.38,0.47,2.66,Role %,80.24%
12-21,Anivia,Mage,MID,A,51.38,0.47,2.66,Pick %,2.21%
12-21,Anivia,Mage,MID,A,51.38,0.47,2.66,Ban %,2.01%
12-21,Anivia,Mage,SUPPORT,D,27.59,-4.01,2.2,Win %,46.22%
12-21,Anivia,Mage,SUPPORT,D,27.59,-4.01,2.2,Role %,14.88%
12-21,Anivia,Mage,SUPPORT,D,27.59,-4.01,2.2,Pick %,0.35%
12-21,Anivia,Mage,SUPPORT,D,27.59,-4.01,2.2,Ban %,2.01%
12-21,Annie,Mage,MID,C,40.51,-1.9,2.27,Win %,49.29%
12-21,Annie,Mage,MID,C,40.51,-1.9,2.27,Role %,77.56%
12-21,Annie,Mage,MID,C,40.51,-1.9,2.27,Pick %,1.33%
12-21,Annie,Mage,MID,C,40.51,-1.9,2.27,Ban %,0.48%
12-21,Annie,Mage,SUPPORT,D,18.51,2.35,1.85,Win %,42.69%
12-21,Annie,Mage,SUPPORT,D,18.51,2.35,1.85,Role %,17.44%
12-21,Annie,Mage,SUPPORT,D,18.51,2.35,1.85,Pick %,0.29%
12-21,Annie,Mage,SUPPORT,D,18.51,2.35,1.85,Ban %,0.54%
12-21,Aphelios,Marksman,ADC,D,32.2,-8.18,1.93,Win %,45.35%
12-21,Aphelios,Marksman,ADC,D,32.2,-8.18,1.93,Role %,97.61%
12-21,Aphelios,Marksman,ADC,D,32.2,-8.18,1.93,Pick %,6.56%
12-21,Aphelios,Marksman,ADC,D,32.2,-8.18,1.93,Ban %,1.09%
12-21,Ashe,Marksman,ADC,A,51.73,-1.71,2.41,Win %,50.31%
12-21,Ashe,Marksman,ADC,A,51.73,-1.71,2.41,Role %,64.72%
12-21,Ashe,Marksman,ADC,A,51.73,-1.71,2.41,Pick %,8.19%
12-21,Ashe,Marksman,ADC,A,51.73,-1.71,2.41,Ban %,2.64%
12-21,Ashe,Marksman,SUPPORT,B,46.97,1.68,2.4,Win %,49.43%
12-21,Ashe,Marksman,SUPPORT,B,46.97,1.68,2.4,Role %,32.65%
12-21,Ashe,Marksman,SUPPORT,B,46.97,1.68,2.4,Pick %,4.13%
12-21,Ashe,Marksman,SUPPORT,B,46.97,1.68,2.4,Ban %,2.64%
12-21,Aurelion Sol,Mage,MID,C,39.6,-6.22,2.46,Win %,49.57%
12-21,Aurelion Sol,Mage,MID,C,39.6,-6.22,2.46,Role %,87.08%
12-21,Aurelion Sol,Mage,MID,C,39.6,-6.22,2.46,Pick %,0.56%
12-21,Aurelion Sol,Mage,MID,C,39.6,-6.22,2.46,Ban %,0.29%
12-21,Azir,Mage,MID,C,40.25,-2.05,2.01,Win %,44.19%
12-21,Azir,Mage,MID,C,40.25,-2.05,2.01,Role %,93.81%
12-21,Azir,Mage,MID,C,40.25,-2.05,2.01,Pick %,4.69%
12-21,Azir,Mage,MID,C,40.25,-2.05,2.01,Ban %,1.37%
12-21,Bard,Support,SUPPORT,B,45.09,-1.92,2.9,Win %,48.87%
12-21,Bard,Support,SUPPORT,B,45.09,-1.92,2.9,Role %,96.61%
12-21,Bard,Support,SUPPORT,B,45.09,-1.92,2.9,Pick %,3.24%
12-21,Bard,Support,SUPPORT,B,45.09,-1.92,2.9,Ban %,0.56%
12-21,Bel'Veth,Fighter,JUNGLE,God,70.12,-4.11,2.48,Win %,52.70%
12-21,Bel'Veth,Fighter,JUNGLE,God,70.12,-4.11,2.48,Role %,93.46%
12-21,Bel'Veth,Fighter,JUNGLE,God,70.12,-4.11,2.48,Pick %,6.65%
12-21,Bel'Veth,Fighter,JUNGLE,God,70.12,-4.11,2.48,Ban %,29.33%
12-21,Blitzcrank,Tank,SUPPORT,God,69.52,-11.01,2.42,Win %,50.96%
12-21,Blitzcrank,Tank,SUPPORT,God,69.52,-11.01,2.42,Role %,84.63%
12-21,Blitzcrank,Tank,SUPPORT,God,69.52,-11.01,2.42,Pick %,7.70%
12-21,Blitzcrank,Tank,SUPPORT,God,69.52,-11.01,2.42,Ban %,26.55%
12-21,Blitzcrank,Tank,JUNGLE,D,25.08,-17.68,2.25,Win %,43.25%
12-21,Blitzcrank,Tank,JUNGLE,D,25.08,-17.68,2.25,Role %,13.52%
12-21,Blitzcrank,Tank,JUNGLE,D,25.08,-17.68,2.25,Pick %,1.35%
12-21,Blitzcrank,Tank,JUNGLE,D,25.08,-17.68,2.25,Ban %,26.55%
12-21,Brand,Mage,SUPPORT,B,46.56,-0.6,1.87,Win %,51.24%
12-21,Brand,Mage,SUPPORT,B,46.56,-0.6,1.87,Role %,75.01%
12-21,Brand,Mage,SUPPORT,B,46.56,-0.6,1.87,Pick %,3.43%
12-21,Brand,Mage,SUPPORT,B,46.56,-0.6,1.87,Ban %,4.46%
12-21,Brand,Mage,MID,C,39.75,7.84,2.06,Win %,50.32%
12-21,Brand,Mage,MID,C,39.75,7.84,2.06,Role %,15.43%
12-21,Brand,Mage,MID,C,39.75,7.84,2.06,Pick %,0.76%
12-21,Brand,Mage,MID,C,39.75,7.84,2.06,Ban %,4.85%
12-21,Braum,Support,SUPPORT,C,39.01,-1.88,2.56,Win %,48.55%
12-21,Braum,Support,SUPPORT,C,39.01,-1.88,2.56,Role %,98.53%
12-21,Braum,Support,SUPPORT,C,39.01,-1.88,2.56,Pick %,1.98%
12-21,Braum,Support,SUPPORT,C,39.01,-1.88,2.56,Ban %,0.29%
12-21,Caitlyn,Marksman,ADC,God,88.6,12.24,2.28,Win %,49.84%
12-21,Caitlyn,Marksman,ADC,God,88.6,12.24,2.28,Role %,97.99%
12-21,Caitlyn,Marksman,ADC,God,88.6,12.24,2.28,Pick %,19.19%
12-21,Caitlyn,Marksman,ADC,God,88.6,12.24,2.28,Ban %,17.20%
12-21,Camille,Fighter,TOP,S,61.4,1.12,2.02,Win %,51.25%
12-21,Camille,Fighter,TOP,S,61.4,1.12,2.02,Role %,95.01%
12-21,Camille,Fighter,TOP,S,61.4,1.12,2.02,Pick %,6.32%
12-21,Camille,Fighter,TOP,S,61.4,1.12,2.02,Ban %,2.94%
12-21,Cassiopeia,Mage,MID,B,43.63,-2.7,2.08,Win %,50.51%
12-21,Cassiopeia,Mage,MID,B,43.63,-2.7,2.08,Role %,77.43%
12-21,Cassiopeia,Mage,MID,B,43.63,-2.7,2.08,Pick %,1.85%
12-21,Cassiopeia,Mage,MID,B,43.63,-2.7,2.08,Ban %,1.58%
12-21,Cassiopeia,Mage,TOP,C,40.92,-1.27,1.76,Win %,51.00%
12-21,Cassiopeia,Mage,TOP,C,40.92,-1.27,1.76,Role %,12.87%
12-21,Cassiopeia,Mage,TOP,C,40.92,-1.27,1.76,Pick %,0.32%
12-21,Cassiopeia,Mage,TOP,C,40.92,-1.27,1.76,Ban %,1.59%
12-21,Cho'Gath,Tank,TOP,B,45.96,-1.13,2.05,Win %,50.58%
12-21,Cho'Gath,Tank,TOP,B,45.96,-1.13,2.05,Role %,65.43%
12-21,Cho'Gath,Tank,TOP,B,45.96,-1.13,2.05,Pick %,1.69%
12-21,Cho'Gath,Tank,TOP,B,45.96,-1.13,2.05,Ban %,0.68%
12-21,Cho'Gath,Tank,MID,C,39.78,-3.63,2.36,Win %,50.24%
12-21,Cho'Gath,Tank,MID,C,39.78,-3.63,2.36,Role %,18.98%
12-21,Cho'Gath,Tank,MID,C,39.78,-3.63,2.36,Pick %,0.38%
12-21,Cho'Gath,Tank,MID,C,39.78,-3.63,2.36,Ban %,0.68%
12-21,Corki,Marksman,MID,D,36.24,4.83,2.22,Win %,47.47%
12-21,Corki,Marksman,MID,D,36.24,4.83,2.22,Role %,91.04%
12-21,Corki,Marksman,MID,D,36.24,4.83,2.22,Pick %,1.18%
12-21,Corki,Marksman,MID,D,36.24,4.83,2.22,Ban %,0.18%
12-21,Darius,Fighter,TOP,God,76.73,0.44,1.85,Win %,50.40%
12-21,Darius,Fighter,TOP,God,76.73,0.44,1.85,Role %,94.14%
12-21,Darius,Fighter,TOP,God,76.73,0.44,1.85,Pick %,9.09%
12-21,Darius,Fighter,TOP,God,76.73,0.44,1.85,Ban %,27.64%
12-21,Diana,Fighter,JUNGLE,S,56.67,-1.51,2.49,Win %,51.12%
12-21,Diana,Fighter,JUNGLE,S,56.67,-1.51,2.49,Role %,76.82%
12-21,Diana,Fighter,JUNGLE,S,56.67,-1.51,2.49,Pick %,6.07%
12-21,Diana,Fighter,JUNGLE,S,56.67,-1.51,2.49,Ban %,4.72%
12-21,Diana,Fighter,MID,B,45.27,-2.26,2.16,Win %,51.41%
12-21,Diana,Fighter,MID,B,45.27,-2.26,2.16,Role %,21.26%
12-21,Diana,Fighter,MID,B,45.27,-2.26,2.16,Pick %,1.64%
12-21,Diana,Fighter,MID,B,45.27,-2.26,2.16,Ban %,4.72%
12-21,Dr. Mundo,Marksman,TOP,A,49.54,-0.72,2.16,Win %,51.21%
12-21,Dr. Mundo,Marksman,TOP,A,49.54,-0.72,2.16,Role %,83.70%
12-21,Dr. Mundo,Marksman,TOP,A,49.54,-0.72,2.16,Pick %,2.25%
12-21,Dr. Mundo,Marksman,TOP,A,49.54,-0.72,2.16,Ban %,1.39%
12-21,Draven,Fighter,ADC,A,53.11,-0.44,2.14,Win %,50.72%
12-21,Draven,Fighter,ADC,A,53.11,-0.44,2.14,Role %,95.30%
12-21,Draven,Fighter,ADC,A,53.11,-0.44,2.14,Pick %,6.71%
12-21,Draven,Fighter,ADC,A,53.11,-0.44,2.14,Ban %,25.64%
12-21,Ekko,Assassin,JUNGLE,S,60.89,-1.21,2.84,Win %,50.81%
12-21,Ekko,Assassin,JUNGLE,S,60.89,-1.21,2.84,Role %,68.71%
12-21,Ekko,Assassin,JUNGLE,S,60.89,-1.21,2.84,Pick %,6.82%
12-21,Ekko,Assassin,JUNGLE,S,60.89,-1.21,2.84,Ban %,6.00%
12-21,Ekko,Assassin,MID,A,50.26,-0.96,2.37,Win %,51.32%
12-21,Ekko,Assassin,MID,A,50.26,-0.96,2.37,Role %,29.59%
12-21,Ekko,Assassin,MID,A,50.26,-0.96,2.37,Pick %,2.80%
12-21,Ekko,Assassin,MID,A,50.26,-0.96,2.37,Ban %,6.00%
12-21,Elise,Mage,JUNGLE,A,48.23,-1.17,2.87,Win %,51.23%
12-21,Elise,Mage,JUNGLE,A,48.23,-1.17,2.87,Role %,94.93%
12-21,Elise,Mage,JUNGLE,A,48.23,-1.17,2.87,Pick %,3.20%
12-21,Elise,Mage,JUNGLE,A,48.23,-1.17,2.87,Ban %,2.35%
12-21,Evelynn,Assassin,JUNGLE,A,52.46,-4.05,3.05,Win %,50.54%
12-21,Evelynn,Assassin,JUNGLE,A,52.46,-4.05,3.05,Role %,98.48%
12-21,Evelynn,Assassin,JUNGLE,A,52.46,-4.05,3.05,Pick %,4.33%
12-21,Evelynn,Assassin,JUNGLE,A,52.46,-4.05,3.05,Ban %,6.71%
12-21,Ezreal,Marksman,ADC,S,68.14,1.1,2.45,Win %,48.85%
12-21,Ezreal,Marksman,ADC,S,68.14,1.1,2.45,Role %,95.77%
12-21,Ezreal,Marksman,ADC,S,68.14,1.1,2.45,Pick %,15.40%
12-21,Ezreal,Marksman,ADC,S,68.14,1.1,2.45,Ban %,2.73%
12-21,Fiddlesticks,Mage,JUNGLE,A,52.59,-2.89,2.8,Win %,52.19%
12-21,Fiddlesticks,Mage,JUNGLE,A,52.59,-2.89,2.8,Role %,87.75%
12-21,Fiddlesticks,Mage,JUNGLE,A,52.59,-2.89,2.8,Pick %,3.88%
12-21,Fiddlesticks,Mage,JUNGLE,A,52.59,-2.89,2.8,Ban %,6.10%
12-21,Fiora,Fighter,TOP,S,68.86,0.36,1.75,Win %,50.76%
12-21,Fiora,Fighter,TOP,S,68.86,0.36,1.75,Role %,97.95%
12-21,Fiora,Fighter,TOP,S,68.86,0.36,1.75,Pick %,7.89%
12-21,Fiora,Fighter,TOP,S,68.86,0.36,1.75,Ban %,18.53%
12-21,Fizz,Assassin,MID,A,52.59,2.03,2.45,Win %,51.37%
12-21,Fizz,Assassin,MID,A,52.59,2.03,2.45,Role %,95.10%
12-21,Fizz,Assassin,MID,A,52.59,2.03,2.45,Pick %,3.37%
12-21,Fizz,Assassin,MID,A,52.59,2.03,2.45,Ban %,4.39%
12-21,Galio,Tank,MID,A,52.67,-0.32,2.72,Win %,51.97%
12-21,Galio,Tank,MID,A,52.67,-0.32,2.72,Role %,82.49%
12-21,Galio,Tank,MID,A,52.67,-0.32,2.72,Pick %,2.76%
12-21,Galio,Tank,MID,A,52.67,-0.32,2.72,Ban %,0.45%
12-21,Galio,Tank,SUPPORT,D,35.78,3.51,2.31,Win %,49.81%
12-21,Galio,Tank,SUPPORT,D,35.78,3.51,2.31,Role %,14.49%
12-21,Galio,Tank,SUPPORT,D,35.78,3.51,2.31,Pick %,0.44%
12-21,Galio,Tank,SUPPORT,D,35.78,3.51,2.31,Ban %,0.44%
12-21,Gangplank,Fighter,TOP,A,52.65,0.45,2.02,Win %,49.15%
12-21,Gangplank,Fighter,TOP,A,52.65,0.45,2.02,Role %,84.74%
12-21,Gangplank,Fighter,TOP,A,52.65,0.45,2.02,Pick %,4.77%
12-21,Gangplank,Fighter,TOP,A,52.65,0.45,2.02,Ban %,4.03%
12-21,Gangplank,Fighter,MID,B,42.77,-2.26,2.28,Win %,51.25%
12-21,Gangplank,Fighter,MID,B,42.77,-2.26,2.28,Role %,14.19%
12-21,Gangplank,Fighter,MID,B,42.77,-2.26,2.28,Pick %,0.81%
12-21,Gangplank,Fighter,MID,B,42.77,-2.26,2.28,Ban %,4.03%
12-21,Garen,Fighter,TOP,S,57.23,-0.03,2.04,Win %,50.44%
12-21,Garen,Fighter,TOP,S,57.23,-0.03,2.04,Role %,85.76%
12-21,Garen,Fighter,TOP,S,57.23,-0.03,2.04,Pick %,5.47%
12-21,Garen,Fighter,TOP,S,57.23,-0.03,2.04,Ban %,2.48%
12-21,Gnar,Fighter,TOP,B,44.54,2.5,1.92,Win %,48.59%
12-21,Gnar,Fighter,TOP,B,44.54,2.5,1.92,Role %,96.98%
12-21,Gnar,Fighter,TOP,B,44.54,2.5,1.92,Pick %,2.81%
12-21,Gnar,Fighter,TOP,B,44.54,2.5,1.92,Ban %,0.55%
12-21,Gragas,Fighter,TOP,C,39.67,-4.52,2.06,Win %,46.28%
12-21,Gragas,Fighter,TOP,C,39.67,-4.52,2.06,Role %,55.29%
12-21,Gragas,Fighter,TOP,C,39.67,-4.52,2.06,Pick %,2.44%
12-21,Gragas,Fighter,TOP,C,39.67,-4.52,2.06,Ban %,0.51%
12-21,Gragas,Fighter,MID,C,38.81,-0.86,2.4,Win %,49.23%
12-21,Gragas,Fighter,MID,C,38.81,-0.86,2.4,Role %,14.20%
12-21,Gragas,Fighter,MID,C,38.81,-0.86,2.4,Pick %,0.62%
12-21,Gragas,Fighter,MID,C,38.81,-0.86,2.4,Ban %,0.50%
12-21,Gragas,Fighter,JUNGLE,D,35.29,0.82,2.87,Win %,48.72%
12-21,Gragas,Fighter,JUNGLE,D,35.29,0.82,2.87,Role %,19.93%
12-21,Gragas,Fighter,JUNGLE,D,35.29,0.82,2.87,Pick %,0.88%
12-21,Gragas,Fighter,JUNGLE,D,35.29,0.82,2.87,Ban %,0.51%
12-21,Gragas,Fighter,SUPPORT,D,28.64,0,2.21,Win %,46.66%
12-21,Gragas,Fighter,SUPPORT,D,28.64,0,2.21,Role %,10.70%
12-21,Gragas,Fighter,SUPPORT,D,28.64,0,2.21,Pick %,0.39%
12-21,Gragas,Fighter,SUPPORT,D,28.64,0,2.21,Ban %,0.51%
12-21,Graves,Marksman,JUNGLE,God,89.45,-4.4,2.67,Win %,50.30%
12-21,Graves,Marksman,JUNGLE,God,89.45,-4.4,2.67,Role %,93.74%
12-21,Graves,Marksman,JUNGLE,God,89.45,-4.4,2.67,Pick %,12.65%
12-21,Graves,Marksman,JUNGLE,God,89.45,-4.4,2.67,Ban %,18.07%
12-21,Gwen,Fighter,TOP,A,48,1.98,1.79,Win %,50.80%
12-21,Gwen,Fighter,TOP,A,48,1.98,1.79,Role %,86.70%
12-21,Gwen,Fighter,TOP,A,48,1.98,1.79,Pick %,2.75%
12-21,Gwen,Fighter,TOP,A,48,1.98,1.79,Ban %,0.83%
12-21,Hecarim,Fighter,JUNGLE,God,74.97,9.21,2.71,Win %,49.93%
12-21,Hecarim,Fighter,JUNGLE,God,74.97,9.21,2.71,Role %,99.13%
12-21,Hecarim,Fighter,JUNGLE,God,74.97,9.21,2.71,Pick %,9.36%
12-21,Hecarim,Fighter,JUNGLE,God,74.97,9.21,2.71,Ban %,19.38%
12-21,Heimerdinger,Mage,SUPPORT,A,51.17,8.25,2.07,Win %,52.34%
12-21,Heimerdinger,Mage,SUPPORT,A,51.17,8.25,2.07,Role %,58.48%
12-21,Heimerdinger,Mage,SUPPORT,A,51.17,8.25,2.07,Pick %,3.83%
12-21,Heimerdinger,Mage,SUPPORT,A,51.17,8.25,2.07,Ban %,6.54%
12-21,Heimerdinger,Mage,MID,B,47.29,-1.92,2.05,Win %,52.94%
12-21,Heimerdinger,Mage,MID,B,47.29,-1.92,2.05,Role %,22.96%
12-21,Heimerdinger,Mage,MID,B,47.29,-1.92,2.05,Pick %,1.50%
12-21,Heimerdinger,Mage,MID,B,47.29,-1.92,2.05,Ban %,6.54%
12-21,Heimerdinger,Mage,TOP,B,42.94,-1.75,1.69,Win %,51.56%
12-21,Heimerdinger,Mage,TOP,B,42.94,-1.75,1.69,Role %,11.40%
12-21,Heimerdinger,Mage,TOP,B,42.94,-1.75,1.69,Pick %,0.72%
12-21,Heimerdinger,Mage,TOP,B,42.94,-1.75,1.69,Ban %,6.18%
12-21,Illaoi,Fighter,TOP,A,51.13,2.99,1.46,Win %,52.19%
12-21,Illaoi,Fighter,TOP,A,51.13,2.99,1.46,Role %,92.44%
12-21,Illaoi,Fighter,TOP,A,51.13,2.99,1.46,Pick %,3.31%
12-21,Illaoi,Fighter,TOP,A,51.13,2.99,1.46,Ban %,5.82%
12-21,Irelia,Fighter,TOP,A,52.14,-0.54,1.64,Win %,49.92%
12-21,Irelia,Fighter,TOP,A,52.14,-0.54,1.64,Role %,54.25%
12-21,Irelia,Fighter,TOP,A,52.14,-0.54,1.64,Pick %,4.43%
12-21,Irelia,Fighter,TOP,A,52.14,-0.54,1.64,Ban %,12.32%
12-21,Irelia,Fighter,MID,A,50.05,-0.01,1.81,Win %,50.69%
12-21,Irelia,Fighter,MID,A,50.05,-0.01,1.81,Role %,44.13%
12-21,Irelia,Fighter,MID,A,50.05,-0.01,1.81,Pick %,3.70%
12-21,Irelia,Fighter,MID,A,50.05,-0.01,1.81,Ban %,12.32%
12-21,Ivern,Support,JUNGLE,C,36.74,-1.52,3.36,Win %,48.37%
12-21,Ivern,Support,JUNGLE,C,36.74,-1.52,3.36,Role %,75.04%
12-21,Ivern,Support,JUNGLE,C,36.74,-1.52,3.36,Pick %,0.78%
12-21,Ivern,Support,JUNGLE,C,36.74,-1.52,3.36,Ban %,0.40%
12-21,Ivern,Support,SUPPORT,D,21.47,-2.59,2.37,Win %,43.26%
12-21,Ivern,Support,SUPPORT,D,21.47,-2.59,2.37,Role %,11.99%
12-21,Ivern,Support,SUPPORT,D,21.47,-2.59,2.37,Pick %,0.12%
12-21,Ivern,Support,SUPPORT,D,21.47,-2.59,2.37,Ban %,0.42%
12-21,Janna,Support,SUPPORT,S,61.92,1.88,3.27,Win %,52.58%
12-21,Janna,Support,SUPPORT,S,61.92,1.88,3.27,Role %,98.09%
12-21,Janna,Support,SUPPORT,S,61.92,1.88,3.27,Pick %,5.57%
12-21,Janna,Support,SUPPORT,S,61.92,1.88,3.27,Ban %,2.26%
12-21,Jarvan IV,Tank,JUNGLE,A,48.83,-0.77,3.19,Win %,50.91%
12-21,Jarvan IV,Tank,JUNGLE,A,48.83,-0.77,3.19,Role %,90.68%
12-21,Jarvan IV,Tank,JUNGLE,A,48.83,-0.77,3.19,Pick %,3.15%
12-21,Jarvan IV,Tank,JUNGLE,A,48.83,-0.77,3.19,Ban %,0.36%
12-21,Jax,Fighter,TOP,S,60.4,2.34,1.73,Win %,51.44%
12-21,Jax,Fighter,TOP,S,60.4,2.34,1.73,Role %,85.13%
12-21,Jax,Fighter,TOP,S,60.4,2.34,1.73,Pick %,6.14%
12-21,Jax,Fighter,TOP,S,60.4,2.34,1.73,Ban %,7.41%
12-21,Jax,Fighter,JUNGLE,D,33.59,4.12,2.18,Win %,49.35%
12-21,Jax,Fighter,JUNGLE,D,33.59,4.12,2.18,Role %,13.28%
12-21,Jax,Fighter,JUNGLE,D,33.59,4.12,2.18,Pick %,1.00%
12-21,Jax,Fighter,JUNGLE,D,33.59,4.12,2.18,Ban %,7.00%
12-21,Jayce,Fighter,MID,A,48.5,6.93,2.31,Win %,54.78%
12-21,Jayce,Fighter,MID,A,48.5,6.93,2.31,Role %,15.99%
12-21,Jayce,Fighter,MID,A,48.5,6.93,2.31,Pick %,0.44%
12-21,Jayce,Fighter,MID,A,48.5,6.93,2.31,Ban %,0.34%
12-21,Jayce,Fighter,TOP,B,43.65,0.12,1.81,Win %,49.22%
12-21,Jayce,Fighter,TOP,B,43.65,0.12,1.81,Role %,81.74%
12-21,Jayce,Fighter,TOP,B,43.65,0.12,1.81,Pick %,2.32%
12-21,Jayce,Fighter,TOP,B,43.65,0.12,1.81,Ban %,0.34%
12-21,Jhin,Marksman,ADC,God,75.01,7.67,3.03,Win %,51.58%
12-21,Jhin,Marksman,ADC,God,75.01,7.67,3.03,Role %,97.27%
12-21,Jhin,Marksman,ADC,God,75.01,7.67,3.03,Pick %,14.05%
12-21,Jhin,Marksman,ADC,God,75.01,7.67,3.03,Ban %,2.96%
12-21,Jinx,Marksman,ADC,A,51.87,-1.48,2.31,Win %,50.80%
12-21,Jinx,Marksman,ADC,A,51.87,-1.48,2.31,Role %,98.51%
